Geneid	U1	U2	U3	M1	M2	M3	C1	C2	C3	G1	G2	G3
CDS:AF52_RS00310:-:phosphodiesterase:cds-WP_032430419.1:-:824:NZ_KK737551.1	10	0	5	0	4	27	8	0	0	30	9	0
CDS:AF52_RS00305:-:carbohydrate_ABC_transporter_permease:cds-WP_004177643.1:-:887:NZ_KK737551.1	13	4	0	6	0	2	8	0	1	11	0	5
CDS:AF52_RS00300:-:sugar_ABC_transporter_permease:cds-WP_012737244.1:-:884:NZ_KK737551.1	7	21	10	8	24	23	6	13	22	4	0	22
CDS:AF52_RS00295:-:NADP-dependent_alcohol_dehydrogenase:cds-WP_004178400.1:-:1019:NZ_KK737551.1	193	54	127	390	202	478	61	62	76	82	54	141
CDS:AF52_RS00290:-:SulP_family_inorganic_anion_transporter:cds-WP_021441090.1:-:1469:NZ_KK737551.1	41	68	88	262	153	373	10	1	0	18	16	3
CDS:AF52_RS00285:-:carbonic_anhydrase:cds-WP_032428490.1:-:674:NZ_KK737551.1	67	86	36	168	125	286	0	2	23	47	34	65
CDS:AF52_RS00275:-:integrase_arm-type_DNA-binding_domain-containing_protein:cds-AF52_RS00275:+:1055:NZ_KK737551.1	238	150	117	131	89	125	11	20	9	298	176	362
CDS:AF52_RS00270:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-81:+:968:NZ_KK737551.1	410	171	335	313	161	321	206	243	245	441	500	658
CDS:AF52_RS00265:-:PTS_mannose/fructose/sorbose/N-acetylgalactosamine_transporter_subunit_IIC:cds-WP_002887608.1:+:779:NZ_KK737551.1	16	0	2	10	6	7	0	0	0	31	21	32
CDS:AF52_RS00260:-:PTS_system_mannose/fructose/sorbose_family_transporter_subunit_IID:cds-WP_032430421.1:+:851:NZ_KK737551.1	4	4	2	3	0	0	0	0	5	28	23	59
CDS:AF52_RS00255:-:SIS_domain-containing_protein:cds-WP_032428518.1:+:1061:NZ_KK737551.1	31	28	6	8	2	15	0	1	10	16	11	35
CDS:AF52_RS00250:-:SIS_domain-containing_protein:cds-WP_004146946.1:+:1010:NZ_KK737551.1	75	55	48	67	28	50	49	29	15	172	109	174
CDS:AF52_RS00245:-:Rpn_family_recombination-promoting_nuclease/putative_transposase:cds-WP_021441152.1:+:932:NZ_KK737551.1	288	115	149	266	119	306	114	158	164	793	692	1088
CDS:AF52_RS00240:opgB:phosphatidylglycerol--membrane-oligosaccharide_glycerophosphotransferase:cds-WP_002887618.1:-:2291:NZ_KK737551.1	1071	592	793	1480	1028	2142	233	316	418	3526	2620	4631
CDS:AF52_RS00235:-:DUF2501_domain-containing_protein:cds-WP_002887620.1:-:491:NZ_KK737551.1	919	455	838	746	482	984	414	591	698	983	683	1242
CDS:AF52_RS00230:dnaC:DNA_replication_protein_DnaC:cds-WP_002887623.1:-:737:NZ_KK737551.1	398	321	423	374	222	500	213	374	320	434	433	589
CDS:AF52_RS00225:dnaT:primosomal_protein_DnaT:cds-WP_004178536.1:-:539:NZ_KK737551.1	655	341	453	508	287	473	222	312	226	703	639	913
CDS:AF52_RS00220:-:threonine/serine_exporter:cds-WP_002887631.1:-:473:NZ_KK737551.1	13	7	15	67	23	111	18	13	19	53	38	74
CDS:AF52_RS00215:-:threonine/serine_exporter_ThrE_family_protein:cds-WP_004146059.1:-:776:NZ_KK737551.1	128	50	38	72	60	100	11	45	34	179	204	250
CDS:AF52_RS00210:pobA:4-hydroxybenzoate_3-monooxygenase:cds-WP_032430423.1:+:1184:NZ_KK737551.1	70	47	48	35	12	50	16	27	16	622	592	931
CDS:AF52_RS00205:-:helix-turn-helix_domain-containing_protein:cds-WP_009485342.1:+:881:NZ_KK737551.1	76	30	37	114	60	116	17	39	48	569	698	910
CDS:AF52_RS00200:-:response_regulator_transcription_factor:cds-WP_002887645.1:+:722:NZ_KK737551.1	9	14	1	0	3	14	33	31	5	92	124	167
CDS:AF52_RS00195:bglJ:DNA-binding_transcriptional_activator_BglJ:cds-WP_002887647.1:+:674:NZ_KK737551.1	19	7	16	4	5	14	23	33	14	119	50	93
CDS:AF52_RS00190:-:YbaK/EbsC_family_protein:cds-WP_004151383.1:-:458:NZ_KK737551.1	222	142	119	287	148	304	49	86	105	369	272	369
CDS:AF52_RS0124785:-:PTS_sugar_transporter_subunit_IIC:cds-AF52_RS0124785:+:401:NZ_KK737551.1	82	76	51	33	21	34	9	28	8	237	151	261
CDS:AF52_RS00185:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-82:+:968:NZ_KK737551.1	353	196	291	293	144	297	208	268	239	549	409	590
CDS:AF52_RS00180:-:PTS_sugar_transporter_subunit_IIC:cds-AF52_RS00180:+:950:NZ_KK737551.1	43	13	53	24	25	50	0	5	17	62	78	29
CDS:AF52_RS00175:fhuF:siderophore-iron_reductase_FhuF:cds-WP_002887652.1:-:788:NZ_KK737551.1	1128	618	1110	1349	708	1682	106	67	92	280	354	494
CDS:AF52_RS27680:-:diguanylate_cyclase:cds-AF52_RS27680:-:128:NZ_KK737551.1	7	2	11	15	7	1	1	0	8	8	0	1
CDS:AF52_RS00170:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-83:-:968:NZ_KK737551.1	208	114	203	226	123	141	213	164	162	360	331	384
CDS:AF52_RS00165:-:diguanylate_cyclase:cds-AF52_RS00165:-:923:NZ_KK737551.1	331	185	213	209	99	302	56	154	100	1046	721	1511
CDS:AF52_RS28165:-:hypothetical_protein:cds-WP_004221147.1:-:170:NZ_KK737551.1	135	102	105	39	40	145	39	25	78	508	372	661
CDS:AF52_RS0124795:-:DUF1435_domain-containing_protein:cds-WP_002887654.1:+:239:NZ_KK737551.1	770	482	568	429	291	539	154	132	127	555	491	752
CDS:AF52_RS00155:rsmC:16S_rRNA_guanine1207-N2-methyltransferase_RsmC:cds-WP_023317511.1:-:1028:NZ_KK737551.1	1101	540	938	1037	737	1125	793	927	987	1628	1249	1849
CDS:AF52_RS00150:-:DNA_polymerase_III_subunit_psi:cds-WP_015959390.1:+:413:NZ_KK737551.1	1309	772	1220	1229	610	1132	385	538	423	1530	1532	2698
CDS:AF52_RS00145:rimI:ribosomal_protein_S18-alanine_N-acetyltransferase:cds-WP_021441160.1:+:446:NZ_KK737551.1	824	494	726	747	450	833	248	404	224	622	502	891
CDS:AF52_RS00140:yjjG:pyrimidine_5-nucleotidase:cds-WP_004146044.1:+:677:NZ_KK737551.1	809	469	840	731	404	933	309	575	534	672	588	503
CDS:AF52_RS00135:prfC:peptide_chain_release_factor_3:cds-WP_002887711.1:+:1589:NZ_KK737551.1	2979	1532	2935	2596	1314	2899	1292	1999	1665	1894	1753	2541
CDS:AF52_RS00130:osmY:molecular_chaperone_OsmY:cds-WP_032430427.1:+:620:NZ_KK737551.1	355	147	298	722	437	675	52	126	48	86	91	77
CDS:AF52_RS00125:-:DUF1328_domain-containing_protein:cds-WP_002887716.1:+:161:NZ_KK737551.1	325	119	287	1427	672	1475	45	94	111	100	92	217
CDS:AF52_RS00120:-:patatin_family_protein:cds-WP_021441162.1:+:1073:NZ_KK737551.1	406	211	373	441	402	536	182	83	79	291	315	384
CDS:AF52_RS00115:-:metal-dependent_hydrolase:cds-WP_004177496.1:+:794:NZ_KK737551.1	207	110	168	158	124	251	66	56	59	84	75	57
CDS:AF52_RS00110:-:NupC/NupG_family_nucleoside_CNT_transporter:cds-WP_004146034.1:+:1277:NZ_KK737551.1	1059	497	1022	1049	692	939	141	403	219	2576	2174	3687
CDS:AF52_RS00105:deoC:deoxyribose-phosphate_aldolase:cds-WP_004146033.1:+:800:NZ_KK737551.1	179	93	137	208	125	319	413	519	439	1014	794	1342
CDS:AF52_RS00100:deoA:thymidine_phosphorylase:cds-WP_004178548.1:+:1322:NZ_KK737551.1	289	118	195	223	141	281	485	580	601	853	738	1291
CDS:AF52_RS00095:deoB:phosphopentomutase:cds-WP_004151380.1:+:1223:NZ_KK737551.1	929	367	593	712	478	821	606	735	838	1137	1371	1750
CDS:AF52_RS00090:deoD:purine-nucleoside_phosphorylase:cds-WP_002887789.1:+:719:NZ_KK737551.1	751	345	486	660	401	812	518	699	666	756	513	933
CDS:AF52_RS00085:lplA:lipoate--protein_ligase_LplA:cds-WP_032430428.1:-:1016:NZ_KK737551.1	291	132	270	218	174	161	62	94	46	157	207	293
CDS:AF52_RS00080:-:YtjB_family_periplasmic_protein:cds-WP_002887794.1:-:647:NZ_KK737551.1	140	164	163	127	152	190	47	76	72	409	286	534
CDS:AF52_RS00075:serB:phosphoserine_phosphatase:cds-WP_004177487.1:+:971:NZ_KK737551.1	914	468	570	681	429	940	130	111	140	738	647	1087
CDS:AF52_RS00070:radA:DNA_repair_protein_RadA:cds-WP_002887800.1:+:1382:NZ_KK737551.1	1545	835	974	1157	742	1604	167	226	316	1341	1074	1707
CDS:AF52_RS00065:nadR:multifunctional_transcriptional_regulator/nicotinamide-nucleotide_adenylyltransferase/ribosylnicotinamide_kinase_NadR:cds-WP_002887802.1:+:1232:NZ_KK737551.1	1539	757	1322	1383	887	1391	306	333	349	743	793	1232
CDS:AF52_RS00060:ettA:energy-dependent_translational_throttle_protein_EttA:cds-WP_002887805.1:-:1667:NZ_KK737551.1	3441	1901	3238	3417	1683	3952	1455	2269	1698	2163	1967	3156
CDS:AF52_RS00055:sltY:murein_transglycosylase:cds-WP_002887806.1:+:1937:NZ_KK737551.1	986	433	788	1310	566	1521	297	428	339	1317	985	1901
CDS:AF52_RS00050:trpR:trp_operon_repressor:cds-WP_002887809.1:+:329:NZ_KK737551.1	159	89	172	215	94	249	109	88	72	222	189	336
CDS:AF52_RS00045:yjjX:inosine/xanthosine_triphosphatase:cds-WP_002887810.1:-:515:NZ_KK737551.1	362	317	332	297	151	431	93	116	110	484	491	778
CDS:AF52_RS00040:gpmB:2%2C3-diphosphoglycerate-dependent_phosphoglycerate_mutase_GpmB:cds-WP_002887811.1:+:647:NZ_KK737551.1	876	635	933	1314	799	1248	316	417	289	1742	1896	2493
CDS:AF52_RS00035:robA:MDR_efflux_pump_AcrAB_transcriptional_activator_RobA:cds-WP_002887812.1:-:869:NZ_KK737551.1	1837	959	1379	1233	761	1515	191	350	365	2015	1494	2595
CDS:AF52_RS00030:creA:protein_CreA:cds-WP_002887814.1:+:473:NZ_KK737551.1	71	56	69	150	42	156	55	99	51	397	479	591
CDS:AF52_RS00025:creB:two-component_system_response_regulator_CreB:cds-WP_002887820.1:+:689:NZ_KK737551.1	201	133	209	279	117	273	230	123	240	1161	940	1546
CDS:AF52_RS00020:creC:two-component_system_sensor_histidine_kinase_CreC:cds-WP_021441167.1:+:1424:NZ_KK737551.1	365	245	334	354	221	538	205	208	223	1034	933	1486
CDS:AF52_RS00015:creD:cell_envelope_integrity_protein_CreD:cds-WP_004214415.1:+:1358:NZ_KK737551.1	116	85	107	182	122	203	61	54	61	226	126	260
CDS:AF52_RS00010:arcA:two-component_system_response_regulator_ArcA:cds-WP_002887843.1:-:716:NZ_KK737551.1	2722	1576	2481	2464	1215	2470	1708	2509	2536	7710	5944	8889
CDS:AF52_RS27685:-:hypothetical_protein:cds-WP_004146984.1:+:140:NZ_KK737551.1	92	44	64	42	27	53	27	7	2	25	66	70
CDS:AF52_RS00005:-:tRNA/rRNA_methyltransferase:cds-WP_002887846.1:+:686:NZ_KK737551.1	166	84	190	111	95	194	57	79	126	490	559	664
CDS:AF52_RS03690:clpB:ATP-dependent_chaperone_ClpB:cds-WP_004150973.1:-:2573:NZ_KK737550.1	4378	3165	3439	5098	3119	6157	3895	4134	3624	10774	10370	14320
CDS:AF52_RS03685:pgeF:polyphenol_oxidase:cds-WP_021440571.1:-:731:NZ_KK737550.1	1198	918	1146	1065	703	1205	433	759	802	984	976	1319
CDS:AF52_RS03680:rluD:23S_rRNA_pseudouridine1911/1915/1917_synthase_RluD:cds-WP_032428369.1:-:980:NZ_KK737550.1	1069	466	919	861	352	798	294	481	275	1037	915	1597
CDS:AF52_RS03675:bamD:outer_membrane_protein_assembly_factor_BamD:cds-WP_004145664.1:+:737:NZ_KK737550.1	3701	2021	3467	3489	2045	3657	982	1668	1361	4480	3804	6538
CDS:AF52_RS03670:raiA:ribosome-associated_translation_inhibitor_RaiA:cds-WP_002914111.1:+:335:NZ_KK737550.1	2019	907	1446	2851	2162	2971	4752	6956	5339	2818	3063	3858
CDS:AF52_RS27475:pheL:pheA_operon_leader_peptide_PheL:cds-WP_100250063.1:+:47:NZ_KK737550.1	216	112	144	166	80	177	80	96	61	418	440	633
CDS:AF52_RS03665:pheA:bifunctional_chorismate_mutase/prephenate_dehydratase:cds-WP_021440574.1:+:1160:NZ_KK737550.1	579	339	557	826	375	658	283	323	379	3336	3649	5686
CDS:AF52_RS03660:-:SMP-30/gluconolactonase/LRE_family_protein:cds-WP_021440575.1:-:872:NZ_KK737550.1	206	147	205	171	126	219	164	122	188	473	431	580
CDS:AF52_RS03655:tyrA:bifunctional_chorismate_mutase/prephenate_dehydrogenase:cds-WP_014907099.1:-:1121:NZ_KK737550.1	728	460	686	814	584	957	326	541	458	1057	1078	1080
CDS:AF52_RS03650:aroF:3-deoxy-7-phosphoheptulonate_synthase_AroF:cds-WP_002914114.1:-:1070:NZ_KK737550.1	392	209	342	253	173	477	136	138	188	486	512	687
CDS:AF52_RS03645:-:YfiR_family_protein:cds-WP_004174804.1:+:509:NZ_KK737550.1	1356	540	1027	1076	705	1379	122	232	120	1471	1252	1987
CDS:AF52_RS03640:dgcN:diguanylate_cyclase_DgcN:cds-WP_002914116.1:+:1223:NZ_KK737550.1	841	439	645	991	442	1184	133	152	163	731	644	903
CDS:AF52_RS03635:-:OmpA_family_protein:cds-WP_004145671.1:+:482:NZ_KK737550.1	347	108	231	306	171	401	154	121	50	129	170	113
CDS:AF52_RS03630:-:PepSY_domain-containing_protein:cds-WP_023285466.1:-:1370:NZ_KK737550.1	288	125	170	183	52	282	52	63	27	137	104	194
CDS:AF52_RS03625:-:DUF2946_domain-containing_protein:cds-WP_002914119.1:-:458:NZ_KK737550.1	1386	673	1126	1219	418	990	279	207	285	1010	913	1702
CDS:AF52_RS03620:rplS:50S_ribosomal_protein_L19:cds-WP_002914145.1:-:347:NZ_KK737550.1	16019	10104	14684	13281	6740	16642	8908	17653	17555	32725	29417	44679
CDS:AF52_RS03615:trmD:tRNA_guanosine37-N1-methyltransferase_TrmD:cds-WP_002914147.1:-:767:NZ_KK737550.1	16041	10052	14177	12779	7000	12311	12172	17088	14409	29226	27168	38671
CDS:AF52_RS03610:rimM:ribosome_maturation_factor_RimM:cds-WP_004150977.1:-:548:NZ_KK737550.1	9127	6220	8400	7448	4152	7665	6483	9160	7973	13728	12583	18258
CDS:AF52_RS03605:rpsP:30S_ribosomal_protein_S16:cds-WP_002914149.1:-:248:NZ_KK737550.1	4713	2777	5050	3825	1941	4439	3730	4533	4155	9654	8720	14867
CDS:AF52_RS03600:ffh:signal_recognition_particle_protein:cds-WP_002914152.1:-:1364:NZ_KK737550.1	2543	1724	2209	2069	1297	2488	2462	3203	2971	2590	2330	3885
CDS:AF52_RS03595:-:inner_membrane_protein_YpjD:cds-WP_002914153.1:+:791:NZ_KK737550.1	1158	512	803	823	357	757	658	1035	861	1106	1028	1677
CDS:AF52_RS03590:-:HlyC/CorC_family_transporter:cds-WP_004149392.1:+:1286:NZ_KK737550.1	1815	937	1498	1353	732	1739	906	1197	1053	435	426	583
CDS:AF52_RS03585:grpE:nucleotide_exchange_factor_GrpE:cds-WP_004174800.1:-:590:NZ_KK737550.1	2322	1646	1609	2785	1649	2451	1695	2782	2575	5824	5936	8478
CDS:AF52_RS03580:nadK:NAD+_kinase:cds-WP_002914158.1:+:878:NZ_KK737550.1	589	240	358	478	180	424	365	457	459	927	789	1297
CDS:AF52_RS03575:recN:DNA_repair_protein_RecN:cds-WP_004174799.1:+:1661:NZ_KK737550.1	2132	1102	1589	1661	946	1973	20488	28651	28473	12542	10274	16649
CDS:AF52_RS03570:bamE:outer_membrane_protein_assembly_factor_BamE:cds-WP_002914160.1:+:341:NZ_KK737550.1	3099	2002	3115	3362	2071	3417	6318	10605	9286	10926	8716	13652
CDS:AF52_RS03565:-:RnfH_family_protein:cds-WP_004145682.1:-:290:NZ_KK737550.1	700	446	602	572	264	648	119	176	150	830	721	1332
CDS:AF52_RS03560:-:type_II_toxin-antitoxin_system_RatA_family_toxin:cds-WP_015875096.1:-:476:NZ_KK737550.1	923	463	844	782	282	1002	103	110	148	1550	1277	1943
CDS:AF52_RS03555:smpB:SsrA-binding_protein_SmpB:cds-WP_002914164.1:+:482:NZ_KK737550.1	2366	1273	2085	1878	1036	2027	309	308	288	2303	1974	3876
ncRNA:AF52_RS24900:ssrA:transfer-messenger_RNA:gene-AF52_RS24900:+:362:NZ_KK737550.1	1315910	635467	973217	903078	560281	917859	460229	793255	663978	273034	272817	391947
CDS:AF52_RS03550:-:DinI-like_family_protein:cds-WP_032430315.1:+:248:NZ_KK737550.1	478	333	445	235	199	345	182	331	223	936	891	1411
CDS:AF52_RS03545:-:recombinase_family_protein:cds-WP_032430316.1:-:578:NZ_KK737550.1	40	20	16	21	34	27	0	1	10	107	62	49
CDS:AF52_RS0124530:-:hypothetical_protein:cds-WP_032430369.1:+:1454:NZ_KK737550.1	16	29	34	49	18	54	0	0	0	91	100	120
CDS:AF52_RS03540:-:hypothetical_protein:cds-WP_032430317.1:+:749:NZ_KK737550.1	108	42	88	81	41	129	12	6	18	391	325	601
CDS:AF52_RS03535:-:hypothetical_protein:cds-WP_032430318.1:-:743:NZ_KK737550.1	98	38	70	27	26	32	11	19	6	120	87	200
CDS:AF52_RS03530:-:SGNH/GDSL_hydrolase_family_protein:cds-WP_032430320.1:-:1760:NZ_KK737550.1	6	18	9	47	22	11	0	0	0	43	100	68
CDS:AF52_RS03525:-:kinase:cds-AF52_RS03525:-:542:NZ_KK737550.1	35	6	50	31	4	52	7	1	0	105	112	120
CDS:AF52_RS03520:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-69:+:968:NZ_KK737550.1	326	139	306	235	155	274	188	210	214	446	337	615
CDS:AF52_RS0124535:-:DUF2002_family_protein:cds-AF52_RS0124535:+:173:NZ_KK737550.1	35	5	10	18	20	24	2	3	1	29	23	23
CDS:AF52_RS03515:alaE:L-alanine_exporter_AlaE:cds-WP_002914289.1:-:449:NZ_KK737550.1	2397	1120	2050	2168	1212	2415	264	345	386	4079	4172	6120
CDS:AF52_RS03510:stpA:DNA-binding_protein_StpA:cds-WP_004217497.1:+:419:NZ_KK737550.1	965	647	846	810	463	996	202	156	309	9179	7270	13347
CDS:AF52_RS03505:-:hypothetical_protein:cds-WP_002914284.1:-:179:NZ_KK737550.1	100	60	84	119	91	113	15	25	17	171	167	232
CDS:AF52_RS03500:-:aspartyl/asparaginyl_beta-hydroxylase_domain-containing_protein:cds-AF52_RS03500:+:569:NZ_KK737550.1	118	113	59	330	326	700	69	51	68	3460	2839	4348
CDS:AF52_RS03495:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-70:-:968:NZ_KK737550.1	246	105	223	265	62	244	180	194	225	267	379	472
CDS:AF52_RS03490:-:aspartyl/asparaginyl_beta-hydroxylase_domain-containing_protein:cds-AF52_RS03490:+:341:NZ_KK737550.1	31	8	31	4	23	33	1	3	4	103	79	131
CDS:AF52_RS03485:-:rhodanese_family_protein:cds-WP_021440595.1:-:545:NZ_KK737550.1	415	225	261	460	132	398	8	10	33	484	1159	1441
CDS:AF52_RS03480:-:helix-turn-helix_transcriptional_regulator:cds-WP_002914277.1:-:299:NZ_KK737550.1	300	138	174	282	102	224	22	17	15	857	2033	2589
CDS:AF52_RS03475:-:NADPH-dependent_oxidoreductase:cds-WP_004212889.1:-:605:NZ_KK737550.1	24	16	2	20	1	13	8	0	0	35	50	57
CDS:AF52_RS03470:-:LysR_family_transcriptional_regulator:cds-WP_021440594.1:+:908:NZ_KK737550.1	91	43	82	76	40	137	2	4	0	179	123	211
CDS:AF52_RS03465:-:sigma-54-dependent_Fis_family_transcriptional_regulator:cds-WP_021440593.1:-:1787:NZ_KK737550.1	38	25	22	51	15	37	0	7	2	1043	905	1643
CDS:AF52_RS03460:-:aldehyde_dehydrogenase:cds-WP_004174747.1:+:1520:NZ_KK737550.1	170	86	191	232	98	194	4	5	6	321	248	401
CDS:AF52_RS03455:-:IS5-like_element_IS903B_family_transposase:cds-WP_013815099.1-71:+:968:NZ_KK737550.1	367	183	311	301	107	250	202	229	225	487	409	662
CDS:AF52_RS0124545:-:DUF883_family_protein:cds-WP_032430322.1:+:335:NZ_KK737550.1	46	38	65	62	68	81	1	9	7	47	49	126
CDS:AF52_RS03450:-:PLP-dependent_aminotransferase_family_protein:cds-WP_021440597.1:-:1352:NZ_KK737550.1	162	159	165	195	113	271	54	16	26	346	382	426
CDS:AF52_RS03445:-:carboxymuconolactone_decarboxylase_family_protein:cds-WP_004151037.1:+:431:NZ_KK737550.1	126	46	103	112	54	158	36	11	20	172	136	321
CDS:AF52_RS03440:nrdH:glutaredoxin-like_protein_NrdH:cds-WP_002914320.1:+:245:NZ_KK737550.1	26	0	6	32	7	25	0	0	1	9	7	12
CDS:AF52_RS03435:nrdI:class_Ib_ribonucleoside-diphosphate_reductase_assembly_flavoprotein_NrdI:cds-WP_002914321.1:+:410:NZ_KK737550.1	3	0	4	32	7	36	0	0	1	8	0	9
CDS:AF52_RS03430:nrdE:class_1b_ribonucleoside-diphosphate_reductase_subunit_alpha:cds-WP_032428382.1:+:2141:NZ_KK737550.1	72	41	88	279	90	256	9	6	0	143	186	157
CDS:AF52_RS03425:nrdF:class_1b_ribonucleoside-diphosphate_reductase_subunit_beta:cds-WP_021440599.1:+:962:NZ_KK737550.1	73	34	83	152	84	128	3	3	8	57	36	90
CDS:AF52_RS03420:proV:glycine_betaine/L-proline_ABC_transporter_ATP-binding_protein_ProV:cds-WP_002914328.1:+:1202:NZ_KK737550.1	369	182	203	101	99	197	95	78	41	1153	1201	1397
CDS:AF52_RS03415:proW:glycine_betaine/L-proline_ABC_transporter_permease_ProW:cds-WP_021312381.1:+:1067:NZ_KK737550.1	112	110	100	97	62	73	58	99	36	208	171	343
CDS:AF52_RS03410:proX:glycine_betaine/L-proline_ABC_transporter_substrate-binding_protein_ProX:cds-WP_002914330.1:+:998:NZ_KK737550.1	115	88	78	65	45	39	6	96	70	60	112	94
CDS:AF52_RS03405:-:AzlC_family_ABC_transporter_permease:cds-WP_002914333.1:+:746:NZ_KK737550.1	341	135	339	366	175	412	26	29	17	229	245	410
CDS:AF52_RS03400:ygaH:L-valine_transporter_subunit_YgaH:cds-WP_021440601.1:+:335:NZ_KK737550.1	118	53	97	160	82	261	8	6	12	33	41	59
CDS:AF52_RS03395:mprA:transcriptional_repressor_MprA:cds-WP_002914337.1:+:530:NZ_KK737550.1	1375	843	1362	1557	862	1726	135	137	99	2689	2087	3212
CDS:AF52_RS03390:emrA:multidrug_efflux_MFS_transporter_periplasmic_adaptor_subunit_EmrA:cds-WP_002914339.1:+:1172:NZ_KK737550.1	451	258	386	475	253	578	12	31	27	609	395	869
CDS:AF52_RS03385:emrB:multidrug_efflux_MFS_transporter_permease_subunit_EmrB:cds-WP_002914342.1:+:1538:NZ_KK737550.1	658	303	567	729	337	874	41	15	24	390	421	494
CDS:AF52_RS03380:leuA:2-isopropylmalate_synthase:cds-WP_004185353.1:+:1676:NZ_KK737550.1	28	5	27	30	29	27	0	0	0	56	23	61
CDS:AF52_RS03375:-:helix-turn-helix_transcriptional_regulator:cds-WP_004149452.1:-:767:NZ_KK737550.1	849	446	644	581	431	742	29	46	16	224	167	316
CDS:AF52_RS03370:luxS:S-ribosylhomocysteine_lyase:cds-WP_002914351.1:-:515:NZ_KK737550.1	2266	1290	2021	2033	1159	2080	203	300	262	471	468	603
CDS:AF52_RS03365:gshA:glutamate--cysteine_ligase:cds-WP_002914353.1:-:1556:NZ_KK737550.1	2183	1367	1670	1771	1061	2044	125	158	150	1610	1689	2130
CDS:AF52_RS03360:-:DedA_family_protein:cds-WP_002914355.1:-:428:NZ_KK737550.1	344	255	302	232	115	262	27	48	22	301	311	337
CDS:AF52_RS03355:yqaB:fructose-1-phosphate/6-phosphogluconate_phosphatase:cds-WP_004174701.1:-:566:NZ_KK737550.1	1180	721	914	1112	560	1260	88	135	101	1326	1427	1917
CDS:AF52_RS03350:-:BON_domain-containing_protein:cds-WP_002914359.1:-:314:NZ_KK737550.1	5221	3074	5163	3951	2314	4452	751	796	797	6007	5861	8602
CDS:AF52_RS03320:csrA:carbon_storage_regulator_CsrA:cds-WP_000906486.1:-:185:NZ_KK737550.1	7754	4125	6518	6031	3693	7093	348	558	555	8412	7770	10885
CDS:AF52_RS03315:alaS:alanine--tRNA_ligase:cds-WP_004174700.1:-:2627:NZ_KK737550.1	6193	3602	5185	5891	2810	6119	908	985	873	4933	4410	6251
CDS:AF52_RS03310:recX:recombination_regulator_RecX:cds-WP_004213244.1:-:500:NZ_KK737550.1	1066	440	590	551	264	751	2520	3262	3117	2761	2642	3300
CDS:AF52_RS03305:recA:recombinase_RecA:cds-WP_002914769.1:-:1058:NZ_KK737550.1	6030	3627	5166	4571	2312	5055	44365	62457	55916	20976	20480	29520
CDS:AF52_RS03300:pncC:nicotinamide-nucleotide_amidase:cds-WP_002914771.1:-:497:NZ_KK737550.1	308	169	276	396	154	347	676	927	832	1350	1292	1837
CDS:AF52_RS03295:-:metal_ABC_transporter_substrate-binding_protein:cds-WP_032428383.1:-:878:NZ_KK737550.1	0	23	11	73	6	39	10	4	39	15	12	9
CDS:AF52_RS03290:-:metal_ABC_transporter_permease:cds-WP_004149458.1:-:863:NZ_KK737550.1	19	16	0	49	40	36	18	17	12	16	6	28
CDS:AF52_RS0124565:-:ATP-binding_cassette_domain-containing_protein:cds-AF52_RS0124565:-:710:NZ_KK737550.1	22	6	0	158	65	137	19	39	10	40	9	13
CDS:AF52_RS03285:mltB:lytic_murein_transglycosylase_B:cds-WP_004174694.1:-:1079:NZ_KK737550.1	849	405	635	713	493	1081	832	1010	1153	809	734	1007
CDS:AF52_RS03280:-:PTS_glucitol/sorbitol_transporter_subunit_IIC:cds-WP_002914812.1:+:563:NZ_KK737550.1	11	0	8	0	0	2	1	0	2	143	155	276
CDS:AF52_RS03275:-:PTS_glucitol/sorbitol_transporter_subunit_IIB:cds-WP_021440607.1:+:980:NZ_KK737550.1	8	3	32	4	15	3	3	0	3	58	100	124
CDS:AF52_RS03270:srlB:PTS_glucitol/sorbitol_transporter_subunit_IIA:cds-WP_004174693.1:+:362:NZ_KK737550.1	2	0	0	5	11	0	3	0	0	6	11	15
CDS:AF52_RS03265:srlD:sorbitol-6-phosphate_dehydrogenase:cds-WP_002914815.1:+:779:NZ_KK737550.1	50	53	70	58	30	76	31	19	44	24	34	83
CDS:AF52_RS03260:gutM:transcriptional_regulator_GutM:cds-WP_021440608.1:+:359:NZ_KK737550.1	28	17	10	45	26	35	43	22	17	123	88	141
CDS:AF52_RS03255:-:DNA-binding_transcriptional_repressor:cds-WP_002914817.1:+:773:NZ_KK737550.1	160	85	79	192	78	351	57	101	85	434	384	547
CDS:AF52_RS03250:gutQ:arabinose-5-phosphate_isomerase_GutQ:cds-WP_004174691.1:+:965:NZ_KK737550.1	275	183	205	369	158	511	132	212	237	256	233	286
CDS:AF52_RS03245:norR:nitric_oxide_reductase_transcriptional_regulator_NorR:cds-WP_004890240.1:-:1550:NZ_KK737550.1	107	124	51	71	116	100	179	165	108	239	203	349
CDS:AF52_RS03240:norV:anaerobic_nitric_oxide_reductase_flavorubredoxin:cds-WP_004145759.1:+:1448:NZ_KK737550.1	1	1	2	0	0	5	1	4	0	3	23	16
